pt1_X,pt1_Y,pt2_X,pt2_Y,pt3_X,pt3_Y,pt4_X,pt4_Y,pt5_X,pt5_Y
837.140000,913.130000,894.130000,903.410000,1042.830000,898.660000,1071.554203,897.483463,1093.670256,892.440946
835.990000,914.790000,892.280000,904.940000,1040.930000,898.990000,1069.730000,900.540000,1078.867173,903.584868
834.860000,916.070000,890.740000,905.980000,1039.030000,898.880000,1062.310531,902.341587,1071.839662,905.381784
833.720000,917.180000,889.260000,906.950000,1036.990000,898.820000,1058.970000,903.010000,1071.337697,905.381784
832.600000,918.300000,887.990000,907.950000,1035.020000,898.180000,1057.230000,902.980000,1066.569029,906.954086
830.930000,919.290000,886.800000,908.840000,1033.110000,897.570000,1055.380000,902.570000,1066.569029,906.954086
829.220000,920.140000,885.650000,909.670000,1030.930000,896.860000,1044.507903,902.055815,1063.055273,905.831013
828.090000,920.970000,884.020000,910.720000,1029.120000,895.910000,1036.150000,899.110000,1063.055273,905.831013
827.040000,921.730000,882.830000,911.600000,1027.130000,895.200000,1028.240000,896.890000,1061.549378,903.584868
826.060000,922.140000,881.990000,912.330000,1023.567153,893.561439,1037.660739,898.055007,1061.047413,902.686409
825.060000,922.590000,881.000000,912.830000,1024.141887,892.122220,1042.890000,898.880000,1061.047413,901.563336
824.070000,922.780000,880.150000,913.240000,1024.000000,892.000000,1035.948947,894.625743,1058.788570,899.092576
823.100000,922.820000,879.280000,914.010000,1023.680000,890.880000,1033.950000,893.040000,1057.784640,896.846430
822.050000,922.760000,878.240000,914.730000,1022.970000,889.850000,1031.240000,890.160000,1057.282675,894.824898
821.000000,922.650000,877.610000,914.920000,1022.150000,888.930000,1029.080000,888.310000,1056.529727,891.455680
820.030000,922.150000,877.120000,915.020000,1021.070000,888.120000,1026.980000,887.800000,1056.027762,888.984919
819.050000,921.380000,876.880000,915.090000,1019.970000,887.950000,1028.074708,888.910303,1055.525797,886.738773
