pt1_X,pt1_Y,pt2_X,pt2_Y,pt3_X,pt3_Y,pt4_X,pt4_Y,pt5_X,pt5_Y
734.310000,889.800000,790.700000,887.890000,904.195261,902.479690,944.461391,916.954718,963.977869,924.213780
734.070000,890.730000,790.140000,887.700000,904.195261,900.609932,944.461391,919.580535,963.977869,924.213780
733.900000,891.760000,789.930000,887.540000,903.747262,897.992269,945.360180,923.331702,963.264014,924.213780
733.830000,892.640000,789.550000,887.110000,902.403266,894.626704,945.360180,923.331702,954.935703,929.576579
733.700000,893.590000,788.850000,887.100000,901.507269,892.756945,942.214420,920.705885,954.935703,929.576579
733.590000,894.450000,787.920000,886.860000,901.507269,892.382993,942.214420,920.705885,948.986910,926.398624
732.970000,894.970000,787.019351,885.727638,901.507269,892.009041,942.214420,919.580535,945.417633,922.227558
732.290000,895.680000,786.390000,886.040000,901.507269,886.773717,944.011997,916.204484,947.559199,920.638581
732.140000,896.190000,786.270000,886.200000,901.507269,884.530006,945.360180,913.953784,947.559199,920.439958
732.050000,896.770000,786.160000,886.310000,901.507269,883.782103,945.809574,912.078201,948.273054,919.248225
731.970000,896.940000,786.100000,886.380000,901.507269,880.790489,947.607151,910.577734,949.462813,917.063381
731.850000,897.120000,786.040000,886.500000,901.507269,878.920730,948.505940,909.077267,949.462813,916.070270
731.690000,897.210000,785.910000,886.760000,901.507269,875.929116,950.303517,905.326100,949.938716,914.282671
731.620000,897.290000,785.830000,886.840000,901.507269,875.181213,948.955334,900.824700,949.938716,914.282671
731.450000,897.350000,785.790000,886.870000,901.507269,873.685406,948.955334,898.949117,950.176668,910.310227
730.890000,897.260000,785.760000,886.920000,901.507269,870.319840,948.955334,895.197950,951.128475,907.529516
730.230000,897.110000,785.730000,886.940000,899.267276,868.076129,948.955334,892.572133,956.125462,894.420452
730.090000,897.040000,785.640000,887.000000,897.027283,865.084515,948.955334,888.820966,957.791124,890.646630
729.990000,896.570000,785.660000,887.060000,897.027283,864.336612,950.752911,885.069799,957.791124,889.454897
729.920000,895.790000,785.610000,887.050000,896.131285,864.336612,954.348065,875.316765,960.170641,885.681075
729.840000,895.090000,785.610000,887.050000,896.131285,864.336612,955.696248,869.314898,962.550159,877.537565
729.540000,894.460000,785.580000,887.050000,896.131285,864.336612,956.595036,866.313965,956.688495,861.221208
728.970000,893.780000,785.580000,887.040000,894.787289,864.336612,958.842007,861.812564,957.989716,856.997290
728.540000,893.030000,785.610000,886.970000,890.307303,863.214757,953.758279,856.925851,957.989716,851.928589
728.470000,892.260000,785.640000,886.950000,890.307303,863.214757,953.010134,849.431979,957.845136,849.394239
728.580000,891.700000,785.640000,886.980000,890.307303,863.214757,953.508897,846.934022,957.266815,846.135788
729.040000,891.590000,785.740000,887.030000,889.411306,865.084515,953.508897,845.685043,957.411395,842.515287
729.250000,891.070000,785.780000,887.010000,889.411306,865.832419,953.758279,842.146270,957.700555,839.498203
729.900000,890.850000,785.870000,887.090000,889.411306,867.702178,954.007661,839.231987,956.977655,835.877702
729.970000,890.800000,785.980000,887.100000,889.411306,868.450081,953.508897,837.983008,956.977655,835.877702
730.260000,890.650000,786.120000,887.170000,889.411306,869.571936,950.266933,838.399334,956.977655,835.877702
730.980000,890.770000,786.330000,887.150000,889.411306,871.441695,950.266933,838.399334,956.977655,835.877702
731.790000,890.900000,787.040000,887.250000,890.307303,872.563550,949.768169,839.231987,956.977655,835.877702
732.440000,890.970000,787.770000,887.440000,890.307303,873.685406,949.768169,839.440150,956.977655,835.877702
732.850000,891.190000,788.030000,887.540000,890.307303,875.181213,949.269405,841.729944,959.869257,837.929319
733.300000,891.230000,788.340000,887.580000,890.307303,873.685406,949.020023,844.436065,959.869257,837.929319
734.150000,891.590000,789.260000,887.720000,890.307303,873.311454,949.020023,845.476880,961.025898,839.498203
735.030000,892.000000,790.230000,887.910000,890.307303,871.815647,949.269405,846.517696,961.025898,840.825720
736.020000,892.050000,791.200000,887.930000,890.307303,870.693792,949.768169,847.974838,961.025898,840.825720
736.990000,892.250000,792.200000,887.970000,891.203300,870.693792,949.768169,849.431979,963.483759,844.446221
737.900000,892.690000,793.180000,888.040000,896.131285,871.441695,954.007661,850.889121,965.363301,846.256471
738.860000,893.230000,794.040000,888.130000,899.715274,871.441695,956.750862,850.680958,966.519941,847.463305
739.920000,894.010000,795.080000,888.180000,902.851265,869.945888,957.997771,847.350348,967.098262,847.946038
740.910000,895.030000,795.990000,888.380000,906.883253,869.571936,958.745917,847.350348,968.544063,848.790822
741.860000,896.140000,796.920000,888.750000,907.331251,869.571936,965.977991,847.974838,968.544063,848.790822
742.840000,897.360000,797.790000,889.000000,907.331251,869.571936,970.965629,847.350348,970.134444,850.601072
743.750000,898.960000,798.690000,889.290000,907.331251,869.571936,970.965629,847.350348,971.435665,853.135423
744.650000,900.330000,799.290000,889.950000,906.883253,867.702178,974.706357,851.721774,971.001925,857.600707
745.520000,902.120000,799.640000,890.760000,906.883253,867.702178,974.207593,856.717688,971.146505,861.341891
745.820000,903.620000,799.850000,891.640000,906.883253,865.832419,954.257043,860.048298,971.435665,862.186675
745.970000,904.880000,800.000000,892.280000,906.883253,865.084515,952.261988,861.921766,971.001925,864.238292
746.170000,906.210000,800.100000,893.200000,906.883253,864.336612,953.010134,863.587071,969.989864,866.410592
746.330000,907.560000,800.150000,893.980000,906.883253,862.840805,953.010134,863.587071,968.833223,867.255376
746.420000,908.670000,800.230000,894.970000,906.883253,862.092901,953.010134,863.587071,965.074141,862.065991
746.940000,909.230000,800.260000,895.860000,905.987255,858.727336,954.007661,857.342178,965.941621,858.807541
746.960000,909.810000,800.250000,896.700000,905.091258,857.231529,955.005189,852.554426,966.519941,857.359340
746.860000,910.060000,800.210000,897.500000,903.747262,856.483625,955.005189,852.138100,966.809102,856.152507
746.710000,910.160000,800.230000,897.860000,903.747262,856.483625,955.005189,852.138100,967.821162,854.342256
746.550000,910.010000,800.280000,898.010000,903.747262,856.483625,956.252098,850.056469,968.254903,853.376789
745.800000,909.650000,800.240000,898.130000,902.851265,856.857577,957.249625,847.350348,969.700704,845.532371
745.000000,909.040000,800.210000,898.200000,902.851265,859.101287,956.002716,846.309533,969.989864,843.963487
744.340000,908.230000,800.190000,898.240000,902.403266,860.223143,955.503952,845.685043,969.989864,843.118704
744.120000,907.400000,800.130000,898.220000,902.403266,860.971046,955.503952,845.685043,969.700704,841.670503
743.840000,906.570000,800.110000,898.220000,901.955268,862.466853,954.755807,845.476880,969.266963,839.860253
743.840000,906.410000,800.110000,898.220000,901.955268,864.336612,951.264460,842.770760,968.977803,839.256836
743.570000,905.540000,800.000000,898.040000,901.955268,865.832419,949.768169,841.313618,964.929560,837.929319
742.840000,904.340000,799.900000,897.910000,901.955268,866.954274,948.770642,841.105455,962.760859,835.394969
742.040000,902.710000,799.720000,897.580000,901.955268,868.076129,944.780531,841.521781,959.869257,833.826085
741.430000,901.300000,799.630000,896.950000,901.955268,869.571936,944.032386,842.354434,956.977655,834.067452
741.210000,899.730000,799.560000,896.200000,901.955268,870.693792,944.032386,842.354434,957.122235,834.429502
741.020000,898.190000,798.880000,895.720000,901.955268,872.189599,944.281768,845.476880,956.254754,835.998385
740.790000,896.850000,798.180000,895.160000,901.955268,873.311454,945.528677,848.391164,955.821014,840.705037
740.500000,895.740000,798.020000,894.770000,901.507269,876.303068,946.027441,848.807490,955.965594,842.515287
740.000000,894.530000,797.900000,894.070000,901.507269,878.920730,946.526205,850.472795,956.977655,844.325537
739.860000,893.240000,796.829897,891.926804,901.507269,880.790489,947.523732,852.554426,957.122235,845.894421
739.660000,892.420000,796.660000,891.180000,901.507269,882.660248,948.521260,854.636057,957.700555,847.463305
739.000000,891.640000,796.150000,890.520000,901.507269,883.034199,945.029913,858.174830,958.857196,848.670138
738.600000,891.260000,795.780000,889.940000,902.851265,884.903958,949.020023,861.297277,960.881318,850.963122
738.320000,890.710000,795.070000,888.980000,902.851265,884.903958,948.521260,866.085028,962.905439,853.980206
738.150000,890.200000,794.630000,888.200000,902.851265,886.399765,951.513842,867.125844,964.929560,856.997290
738.030000,889.970000,794.210000,887.430000,901.955268,887.521620,951.513842,867.125844,967.387422,860.255741
737.970000,890.030000,793.890000,886.950000,901.955268,887.521620,953.010134,870.456454,971.001925,864.600342
737.920000,890.330000,793.640000,886.370000,901.955268,887.521620,958.745917,875.868695,972.303145,867.617426
737.900000,891.000000,793.130000,886.180000,899.267276,885.277910,957.499007,877.950326,971.724825,870.875877
737.860000,891.720000,792.870000,885.970000,899.267276,884.530006,955.503952,882.738078,971.580245,873.289544
737.870000,892.410000,792.650000,885.860000,899.267276,883.782103,955.254570,886.901340,971.435665,877.875512
737.860000,893.110000,792.140000,885.890000,898.371278,882.660248,955.254570,887.525829,964.922986,884.870990
737.900000,893.940000,791.860000,885.890000,898.371278,881.912344,955.005189,888.982971,964.922986,887.583303
737.950000,894.570000,791.560000,885.840000,897.923280,880.790489,946.775587,890.648276,962.275341,890.898352
737.970000,895.130000,791.080000,885.980000,897.027283,878.172827,943.783004,891.480928,954.940910,893.196347
738.080000,896.060000,790.960000,885.940000,897.027283,875.929116,943.533622,891.689091,954.940910,893.196347
738.180000,896.610000,790.900000,886.020000,896.131285,874.433309,942.785476,891.480928,954.940910,895.077773
738.230000,897.180000,790.820000,886.210000,895.683287,874.059357,942.286713,890.023787,954.940910,895.077773
738.340000,898.030000,791.170939,887.887881,895.683287,873.311454,943.783004,887.942155,954.264719,893.196347
738.820000,898.730000,791.070000,888.230000,895.235288,872.563550,945.528677,885.860524,954.490116,891.691206
739.140000,899.160000,791.130000,888.490000,894.787289,870.693792,946.526205,883.154404,955.166307,890.562350
739.350000,899.610000,791.200000,888.730000,894.787289,869.571936,946.775587,879.823794,957.194881,888.869066
740.080000,899.920000,791.480000,889.040000,894.787289,868.824033,946.775587,878.782978,958.321867,887.928353
740.830000,899.970000,792.100000,889.190000,894.787289,868.824033,947.274350,877.950326,959.448852,885.670642
741.620000,900.160000,792.890000,889.370000,894.787289,868.824033,947.274350,876.493184,960.125044,881.907789
741.800000,900.160000,793.630000,889.810000,894.787289,864.710564,947.274350,873.370737,960.125044,880.402648
741.960000,900.090000,793.980000,890.110000,893.891292,864.336612,947.274350,872.329922,962.153617,877.204223
742.140000,900.070000,794.270000,890.490000,893.891292,864.336612,948.022496,871.289106,964.418428,878.137371
742.490000,899.740000,795.050000,890.730000,893.891292,863.962660,951.513842,867.125844,965.511638,875.790891
743.140000,899.250000,795.910000,890.820000,895.235288,863.962660,953.508897,861.921766,967.073367,872.531889
743.960000,898.930000,796.780000,890.870000,895.235288,863.962660,953.758279,859.840135,967.385712,869.924689
744.710000,898.550000,797.540000,890.770000,895.683287,863.962660,953.758279,854.011568,967.073367,864.449567
744.940000,897.680000,797.960000,890.810000,897.475281,865.832419,953.758279,853.595242,967.541885,860.799485
745.260000,897.060000,798.290000,890.880000,899.267276,866.954274,953.758279,853.595242,968.181573,855.065467
746.120000,896.300000,799.230000,890.840000,899.267276,866.954274,952.261988,847.766674,968.528232,851.882482
747.060000,895.880000,800.160000,890.840000,902.403266,868.076129,952.261988,847.350348,968.181573,847.831410
747.890000,895.170000,801.110000,890.820000,905.091258,867.702178,952.261988,847.350348,967.141595,845.516512
748.850000,894.950000,802.090000,890.720000,905.987255,867.702178,952.261988,846.725859,968.181573,844.648426
749.850000,894.680000,803.130000,890.790000,908.227248,868.450081,952.511370,844.436065,968.181573,844.648426
750.890000,894.190000,804.230000,890.620000,909.123246,869.571936,952.511370,844.436065,968.181573,841.176079
751.920000,894.070000,805.380000,890.560000,910.467242,870.693792,955.005189,847.350348,968.181573,841.176079
753.100000,893.970000,807.210000,890.270000,911.363239,871.441695,955.005189,847.974838,968.181573,841.176079
754.370000,894.030000,808.810000,890.180000,916.291224,871.441695,956.002716,851.513611,971.648167,841.176079
756.040000,893.940000,809.960000,890.020000,917.187221,871.441695,957.499007,853.595242,971.648167,841.176079
757.750000,894.100000,811.190000,890.010000,917.187221,871.441695,958.496535,855.676873,975.114761,844.937788
758.960000,894.270000,812.360000,890.050000,917.635220,871.815647,958.745917,857.134015,975.461421,844.648426
760.260000,894.640000,814.130000,890.030000,922.563205,871.815647,959.743444,859.840135,979.274674,846.963324
762.100000,895.430000,815.950000,890.020000,926.147194,871.815647,960.242208,860.880951,980.314652,846.963324
763.970000,896.340000,817.790000,890.090000,926.147194,871.815647,961.738499,862.546256,984.821225,848.988860
765.940000,897.430000,819.570000,890.160000,927.491190,872.189599,963.733554,863.587071,985.861203,849.278222
767.970000,898.960000,820.920000,890.570000,934.211169,871.815647,966.476755,865.044213,987.941160,851.303758
769.920000,900.450000,822.200000,891.270000,935.107166,871.815647,969.718719,867.334007,992.447732,855.644191
771.870000,902.200000,824.030000,891.990000,935.107166,871.815647,973.459448,870.872780,994.181029,859.405901
773.960000,904.290000,825.830000,892.850000,935.555165,871.441695,974.706357,872.746248,992.447732,864.614421
776.080000,906.690000,827.600000,893.690000,935.555165,871.441695,974.706357,872.746248,992.447732,866.639957
778.060000,908.940000,828.760000,894.850000,937.347160,869.571936,974.706357,872.746248,992.447732,867.797406
779.900000,910.860000,829.890000,896.000000,937.795158,868.450081,979.693995,871.289106,992.447732,868.954855
781.920000,912.940000,830.990000,897.100000,937.795158,865.832419,982.187813,868.791149,992.447732,870.691029
784.928864,916.603588,832.030000,898.300000,937.347160,863.962660,984.681632,865.044213,993.487710,871.848478
785.850000,917.470000,833.237538,896.510022,937.347160,862.092901,985.928542,864.211560,994.181029,869.533580
790.322741,918.584625,834.160000,898.090000,937.347160,860.597094,988.921124,863.170745,994.874348,865.771870
791.190000,919.770000,835.550000,899.130000,937.347160,860.597094,990.916179,862.546256,994.874348,862.878248
793.559067,921.105945,837.020000,900.190000,930.627180,860.597094,991.165561,861.089114,994.874348,862.010161
795.050000,921.720000,838.160000,901.210000,930.627180,860.597094,992.163089,858.382993,994.874348,860.852712
796.060000,921.940000,839.250000,902.270000,928.835186,860.223143,992.911234,856.717688,996.954304,857.091003
796.640000,922.080000,840.370000,903.220000,928.387187,860.223143,993.409998,855.676873,996.954304,854.486742
796.990000,922.060000,841.360000,904.120000,928.387187,860.597094,993.409998,853.803405,996.260986,851.303758
797.230000,922.010000,842.240000,904.890000,929.731183,862.466853,991.664325,845.893206,995.914326,849.856946
798.640000,922.100000,843.080000,905.420000,930.627180,863.962660,991.414943,843.187086,995.221007,848.410135
800.020000,922.100000,844.000000,905.790000,933.315172,866.580322,991.414943,842.146270,994.527689,845.805875
800.630000,921.960000,844.990000,906.000000,935.107166,868.824033,991.414943,840.064639,993.141051,842.622890
800.710000,921.930000,845.867075,906.183820,937.347160,871.441695,992.163089,835.901377,992.447732,840.597354
793.774822,915.523022,846.710000,906.100000,937.795158,872.563550,991.165561,833.819746,991.754413,839.729267
794.030000,914.930000,847.180000,906.190000,939.587153,875.181213,989.669270,839.023824,990.714435,838.571818
794.040000,914.620000,847.520000,906.140000,940.035151,878.920730,989.669270,840.064639,991.754413,842.044165
794.230000,914.520000,847.750000,906.170000,940.483150,880.790489,990.916179,844.227902,993.141051,845.516512
794.290000,914.190000,847.960000,906.190000,940.483150,884.903958,992.661852,846.517696,994.181029,847.542048
794.390000,913.770000,848.080000,906.230000,940.931149,886.773717,994.906289,849.848306,994.181029,848.410135
792.911802,911.380854,848.100000,906.140000,941.827146,890.513234,997.150726,853.178915,995.221007,851.303758
792.910000,910.510000,848.170000,906.100000,941.827146,894.252752,997.400108,854.011568,997.647623,855.644191
793.100000,910.310000,848.160000,906.020000,940.483150,895.748559,999.644545,857.758504,999.727580,859.116538
793.070000,910.280000,848.070000,906.070000,940.483150,897.618318,1003.385273,862.962582,1001.114217,862.299523
793.090000,910.150000,848.000000,905.900000,940.483150,897.618318,1003.634655,863.587071,1003.194174,868.086768
793.060000,910.200000,848.040000,905.830000,940.483150,899.488076,1004.881565,865.460539,1005.274130,871.559115
793.110000,910.600000,848.040000,905.830000,950.787119,897.618318,1005.879092,866.501355,1007.007427,876.767636
793.120000,910.990000,847.880000,905.830000,951.940000,898.610000,1007.126001,869.207475,1006.660768,876.767636
793.050000,911.140000,847.690000,905.860000,954.371108,898.366221,1009.619820,872.954411,1008.394065,880.239983
793.030000,911.990000,847.450000,905.900000,958.403095,896.496462,1011.365493,878.574815,1008.740725,880.818708
793.040000,912.990000,846.850000,906.070000,957.507098,898.366221,1010.367966,888.982971,1011.514000,886.027228
792.920000,914.140000,846.250000,906.170000,957.507098,898.366221,1008.622293,893.354396,1011.860659,888.052764
792.970000,915.700000,846.040000,906.500000,957.507098,898.366221,1002.637128,895.436028,1013.940616,895.286820
793.000000,917.590000,845.750000,907.100000,956.163102,897.992269,996.153199,897.933985,1013.940616,900.495341
792.990000,918.860000,845.000000,907.720000,955.715104,895.748559,996.153199,898.350311,1011.514000,906.861311
792.980000,919.640000,844.280000,907.900000,954.371108,893.130897,999.644545,898.350311,1011.514000,906.861311
792.950000,920.200000,844.080000,907.900000,954.371108,893.130897,998.451328,906.166587,1011.514000,906.861311
792.940000,920.780000,843.950000,907.940000,953.027112,892.756945,998.451328,906.166587,1010.820681,907.729398
792.890000,920.890000,843.830000,907.930000,948.995124,890.887186,999.763463,900.690285,1009.780703,904.835775
792.810000,920.900000,843.700000,907.910000,948.547125,888.643476,998.013950,898.499764,1009.087384,902.810239
792.630000,920.990000,843.550000,907.810000,948.547125,888.643476,996.264437,896.309244,1008.047406,902.520877
791.940000,920.870000,843.040000,907.800000,948.547125,884.530006,995.827058,895.213983,1008.047406,901.942152
791.120000,920.390000,842.950000,907.590000,948.547125,883.782103,995.389680,892.658376,1008.394065,899.916617
790.440000,919.920000,842.930000,907.090000,947.651128,881.538392,995.389680,891.928202,1009.087384,897.601719
790.100000,919.090000,842.840000,906.860000,947.651128,880.790489,995.389680,890.832942,1010.474022,895.576183
789.910000,917.830000,842.800000,906.440000,948.995124,879.294682,995.389680,887.912248,1010.820681,894.997458
789.966339,916.082986,842.650000,905.820000,948.995124,879.294682,995.827058,885.356640,1012.207319,893.550647
789.930000,914.760000,842.720000,905.010000,948.995124,879.294682,997.576571,878.054905,1015.673913,890.657024
789.810000,913.250000,842.640000,904.070000,948.995124,879.294682,996.701815,872.578603,1019.140507,885.159142
788.350001,910.461387,842.670000,903.210000,948.995124,879.294682,995.389680,867.832475,1018.793848,882.554881
787.210000,907.870000,842.570000,902.170000,948.995124,879.294682,995.389680,864.546694,1018.447188,879.661259
786.520000,905.190000,841.990000,901.070000,948.995124,879.294682,995.389680,861.625999,1016.713891,873.295289
786.140000,902.910000,841.860000,899.980000,948.995124,879.294682,995.389680,859.800566,1015.673913,870.112304
785.950000,900.700000,840.254506,898.936482,949.443123,881.538392,995.389680,857.975132,1015.673913,868.954855
785.740000,898.430000,839.560000,897.910000,949.443123,883.034199,994.077545,862.356173,1013.940616,865.193146
785.510000,896.620000,839.290000,896.780000,949.443123,884.530006,993.640167,864.546694,1012.553978,862.010161
785.060000,895.040000,839.120000,895.660000,950.787119,887.147669,993.202788,865.276867,1011.860659,859.984625
785.020000,893.170000,839.010000,894.580000,950.787119,887.147669,992.328032,867.102301,1010.474022,858.537814
785.100000,891.960000,839.090000,893.280000,950.787119,887.147669,992.328032,867.832475,1003.194174,856.512278
785.230000,891.140000,839.020000,892.340000,950.787119,887.147669,993.640167,870.753169,1004.580812,856.512278
785.320000,890.300000,839.100000,891.280000,950.787119,887.147669,999.763463,868.927735,1004.927471,856.222916
785.590000,889.880000,839.230000,890.390000,949.443123,886.399765,999.763463,866.007041,1004.927471,856.222916
786.210000,889.470000,839.450000,889.410000,949.443123,885.651862,999.763463,866.372128,1008.394065,859.405901
786.900000,889.270000,839.960000,888.540000,950.787119,884.903958,1002.387733,870.753169,1010.820681,860.563350
787.800000,889.400000,840.300000,887.870000,952.131115,883.782103,1003.262489,871.848429,1010.820681,860.852712
788.690000,889.920000,840.940000,887.020000,953.027112,883.782103,1003.262489,871.848429,1012.553978,862.010161
789.490000,890.480000,841.700000,886.210000,953.475110,883.408151,1003.262489,872.578603,1014.980594,864.614421
789.910000,891.230000,842.000000,885.700000,955.267105,882.660248,1003.262489,875.134210,1015.673913,865.771870
790.320000,892.360000,842.260000,885.340000,957.507098,880.790489,1003.262489,876.229471,1018.447188,871.559115
791.360000,893.430000,842.880000,884.940000,959.747091,878.172827,1005.012002,878.419991,1019.487166,873.295289
792.500000,894.820000,843.060000,884.850000,960.195090,875.181213,1005.449381,879.880339,1020.180485,875.899549
794.140000,896.270000,843.320000,885.010000,960.195090,873.311454,1005.012002,885.356640,1020.527145,877.346361
795.810000,897.610000,844.280000,884.800000,959.747091,873.311454,1004.574624,885.356640,1021.220464,879.661259
796.930000,898.700000,845.114414,885.096164,958.851094,869.571936,1004.574624,885.356640,1021.913782,881.108070
798.080000,899.610000,845.990000,885.070000,958.851094,869.571936,1004.137246,878.785078,1021.913782,883.133606
799.240000,900.200000,847.080000,885.210000,958.851094,868.076129,1004.137246,878.054905,1021.913782,883.133606
800.300000,900.780000,848.170000,885.480000,959.747091,862.840805,1004.137246,877.324731,1021.913782,883.133606
801.350000,901.030000,849.180000,886.000000,959.747091,860.223143,1003.262489,874.404037,1020.180485,880.818708
802.380000,901.200000,850.340000,886.170000,959.747091,858.727336,1002.387733,867.832475,1020.180485,878.793172
803.340000,901.390000,851.520000,886.380000,959.747091,858.353384,1002.387733,867.102301,1020.180485,873.295289
804.250000,901.650000,852.820000,886.960000,959.747091,855.361770,1002.387733,864.546694,1020.180485,869.244217
805.140000,901.710000,853.910000,887.150000,958.851094,851.996204,1002.825111,862.721260,1020.180485,863.746335
805.980000,901.550000,854.910000,887.370000,958.403095,850.874349,1004.137246,857.975132,1020.180485,856.512278
806.870000,901.400000,855.800000,887.890000,957.507098,847.508783,1005.012002,854.324264,1020.180485,854.486742
807.620000,901.070000,856.800000,888.000000,957.507098,847.134831,1005.012002,849.578136,1020.180485,852.171844
807.750000,900.740000,857.700000,888.070000,957.507098,847.134831,1004.574624,845.562181,1018.793848,847.542048
807.850000,900.100000,858.600000,888.100000,958.851094,847.882735,1000.638219,832.784144,1016.713891,839.729267
807.920000,899.610000,859.490000,888.210000,961.091087,850.126445,1000.638219,832.784144,1016.713891,836.835645
807.910000,898.870000,859.780000,888.330000,961.091087,850.126445,1001.950354,832.784144,1014.980594,831.048400
807.930000,898.210000,860.060000,888.510000,961.987084,850.874349,1002.825111,828.768189,1013.593956,827.576053
807.930000,897.840000,860.190000,889.140000,964.675076,853.492011,1004.137246,828.038015,1013.247297,826.707966
807.930000,897.180000,860.320000,889.970000,965.123075,854.613866,1004.137246,825.847495,1011.514000,824.393068
807.900000,896.770000,860.280000,890.650000,967.363068,857.231529,1004.137246,825.117321,1009.780703,822.656894
807.930000,896.230000,860.490000,890.860000,969.155063,859.101287,1005.449381,825.117321,1009.087384,823.235619
807.940000,895.840000,861.210000,890.900000,971.395056,860.971046,1006.324137,825.117321,1009.087384,824.393068
807.890000,895.080000,862.010000,890.810000,972.291053,863.214757,1009.385785,829.863449,1008.740725,826.707966
807.900000,894.640000,862.700000,890.800000,973.187050,866.206371,1011.135299,834.974664,1011.514000,829.601588
807.970000,894.290000,862.890000,890.950000,974.083048,868.824033,1011.572677,837.895359,1015.327253,832.495211
808.060000,894.110000,862.920000,891.130000,974.531046,869.571936,1013.322190,842.641487,1019.140507,835.388833
808.050000,894.180000,862.900000,891.430000,975.427044,871.441695,1015.071703,847.387615,1022.607101,838.282456
808.030000,894.350000,862.830000,891.930000,977.667037,873.311454,1017.258595,851.403570,1023.647079,840.018630
808.020000,894.640000,862.860000,892.170000,977.667037,874.433309,1017.258595,853.229003,1025.380377,844.648426
807.970000,895.150000,862.930000,892.200000,978.115035,875.555164,1018.133351,856.514784,1027.460333,850.146309
807.940000,896.190000,862.800000,892.380000,979.907030,881.164441,1019.882865,859.800566,1027.806992,854.486742
807.960000,897.280000,862.590000,893.020000,980.355028,884.530006,1021.632378,863.451433,1028.153652,856.512278
807.810000,898.650000,861.770000,893.950000,980.355028,886.399765,1022.944513,867.467388,1029.193630,860.563350
807.650000,900.160000,860.980000,894.580000,979.907030,890.139283,1024.256648,873.673863,1031.273587,865.771870
807.010000,902.030000,860.230000,894.980000,979.011033,892.382993,1022.069756,881.705772,1032.660224,873.584651
806.240000,904.250000,859.360000,895.430000,979.011033,893.878800,1018.570730,886.451901,1029.430700,884.369389
806.130000,906.340000,858.890000,896.780000,977.667037,895.000655,1018.133351,889.372595,1031.377618,891.068732
806.090000,908.770000,857.850000,898.190000,976.771039,895.748559,1017.695973,892.658376,1031.849012,897.616519
805.920000,911.800000,856.840000,899.890000,974.083048,896.496462,1015.071703,897.404504,1033.027498,900.573585
805.760000,914.120000,855.810000,901.400000,970.947057,894.626704,1013.322190,901.055372,1033.027498,900.996023
805.630000,916.260000,854.870000,902.710000,969.603061,893.130897,1012.010055,904.706240,1033.498892,902.263336
804.920000,918.010000,854.000000,903.870000,969.603061,892.756945,1011.135299,906.531674,1033.734589,905.854058
804.050000,919.990000,853.020000,904.990000,968.707064,892.009041,1009.823164,905.436413,1031.849012,906.910153
803.210000,921.660000,852.150000,906.020000,968.707064,891.261138,1008.948407,901.785545,1028.313555,907.966248
802.400000,922.930000,851.220000,907.100000,967.363068,890.513234,1008.511029,898.864851,1027.135070,907.966248
802.120000,924.140000,850.420000,908.120000,964.675076,889.391379,1008.511029,895.579070,1022.892521,905.431620
801.820000,925.230000,849.960000,909.070000,963.331080,889.017427,1008.511029,892.658376,1021.242641,902.263336
801.500000,926.250000,849.140000,910.040000,960.195090,887.147669,1008.511029,890.832942,1021.242641,902.052117
800.740000,927.000000,848.370000,911.020000,959.747091,886.399765,1008.511029,888.277335,1021.949733,900.151147
799.670000,927.850000,847.880000,911.890000,958.403095,885.651862,1007.636272,886.086814,1022.656824,898.672614
798.600000,928.650000,847.080000,912.810000,957.955097,885.277910,1004.137246,880.245425,1022.892521,898.461395
797.610000,928.990000,846.370000,913.580000,951.683116,882.660248,1003.262489,878.419991,1023.599613,893.814578
796.600000,929.230000,846.070000,913.820000,951.683116,882.660248,1002.825111,878.054905,1023.599613,890.435075
795.730000,929.500000,845.820000,914.010000,951.235117,882.660248,1002.387733,876.229471,1022.656824,888.956543
794.920000,929.400000,845.340000,914.180000,950.787119,882.660248,1001.950354,873.308776,1021.242641,885.999478
793.890000,928.930000,844.660000,914.330000,947.203130,882.660248,1001.950354,873.308776,1021.242641,885.788259
792.900000,928.190000,843.890000,914.490000,946.307132,883.034199,999.763463,868.927735,1020.064156,880.930223
791.860000,927.380000,843.050000,914.970000,945.411135,884.530006,999.763463,867.832475,1018.414276,875.227311
790.920000,926.530000,842.260000,915.070000,944.515138,886.399765,998.888706,866.007041,1017.235790,871.002932
789.960000,925.530000,841.670000,915.170000,944.515138,890.139283,998.013950,864.546694,1015.350213,862.554175
789.060000,924.750000,841.410000,915.190000,944.963136,891.261138,997.576571,863.816520,1015.350213,862.554175
788.110000,923.820000,841.330000,915.340000,944.963136,892.756945,997.576571,863.816520,1014.878819,857.484920
787.300000,922.930000,841.490000,915.360000,944.963136,893.130897,994.077545,861.625999,1014.407425,857.273701
786.760000,922.120000,842.090000,915.370000,944.067139,896.496462,994.077545,861.625999,1011.343362,854.316636
786.600000,921.500000,842.500000,915.610000,943.171142,898.740173,991.890654,861.991086,1011.107665,854.316636
786.590000,921.010000,842.380000,916.120000,943.171142,899.862028,990.141140,862.721260,1010.636271,854.105417
786.940000,920.450000,841.880000,916.710000,942.723143,902.105739,990.141140,866.007041,1008.279300,854.105417
786.950000,920.080000,841.774477,917.227228,942.723143,903.227594,990.141140,869.657909,1008.279300,854.105417
