timestamp,source_file,animal,data_format,fps,n_frames,head_point,tail_point,n_points,head_TBF_Hz,tail_TBF_Hz,head_TBF_Z_Hz,tail_TBF_Z_Hz,head_amp_Y_BL,tail_amp_Y_BL,head_tail_amp_ratio,min_amp_Y_BL,min_amp_Y_loc_BL,max_amp_Y_BL,max_amp_Y_loc_BL,head_amp_Z_BL,tail_amp_Z_BL,min_amp_Z_BL,min_amp_Z_loc_BL,max_amp_Z_BL,max_amp_Z_loc_BL,wavelength_BL,max_curv_XY,max_curv_XY_loc,max_curv_3D,max_curv_3D_loc,body_angle_mean_deg,body_angle_std_deg,body_angle_range_deg,speed_mean_BL_s,speed_std_BL_s,speed_peak_BL_s,stride_length_BL,head_pitch_mean_deg,head_pitch_std_deg,head_pitch_range_deg,roll_mean_deg,roll_std_deg,roll_range_deg,roll_available,row_type
2026-08-06 18:36:14,C:\Users\willh\OneDrive\Desktop\schooling-vs-CO2-2.1\files\control_pointsxypts.csv,control_pointsxypts,named,250,1001,pt1,pt5,5,9.49051,10.2398,,,0.0257682,0.0283513,0.90889,0.0021021,0.20603,0.0510535,0.798995,,,,,,,1.00503,3.34221,0.788945,,,-5.17552,5.59672,36.7127,1.6522,1.34314,12.604,0.161351,,,,,,,false,kinematics
2026-08-06 18:36:14,C:\Users\willh\OneDrive\Desktop\schooling-vs-CO2-2.1\files\exp_pointsxypts.csv,exp_pointsxypts,named,250,1001,pt1,pt5,5,5.99401,5.99401,,,0.041418,0.0413813,1.00089,0.00372585,0.221106,0.0464434,0.78392,,,,,,,1.00503,2.7631,0.351759,,,-6.61106,9.72739,47.3975,1.63131,1.05271,9.23267,0.272157,,,,,,,false,kinematics
